left_wrist_angle,right_wrist_angle,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,left_ankle_angle,right_ankle_angle,left_hip_angle,right_hip_angle,target
234.78962335212088,212.47119229084848,182.43297267590413,188.4985588794937,185.89196154299617,176.41800712651636,179.81192430138492,181.47149457773017,265.8630648604538,261.8386503767281,79.7220466433229,100.4171634618978,downdog
168.9280713336261,160.52969799053304,170.32693762264947,166.7321713028552,188.67253139790853,175.7817180020861,177.58049078334366,182.416893806994,109.96125567269154,78.04212677743548,38.18178542834812,139.31602751986563,downdog
225.0,213.4834375837717,195.1496723481836,193.68961541708575,216.82098264960635,142.38886923945643,177.89144310695903,176.83585836640498,274.310850919101,269.74068897530645,158.70264595096623,22.011283197919365,downdog
148.29270617008152,145.6831696686253,168.8770490509863,167.1543768326566,164.3400209953906,200.49425971566103,182.1297195793256,184.3493868567279,92.6983308758304,81.07670013928569,62.21607358779072,118.16252737432364,downdog
214.06090881680785,217.40535663140855,197.83813937169285,193.9348351145013,195.54354298108092,169.78855202210448,167.7649732311451,172.44239598953126,269.25290911398207,268.44718145506204,19.274387356634332,158.3295520673236,downdog
163.81617110377502,161.86751477507875,173.74849078044605,158.44607845741885,177.1666795024006,190.90494733463936,175.9414691522241,182.91083782616772,86.8435504167936,77.32731941737433,22.536787510592852,151.55707137563664,downdog
203.96248897457815,207.38865345055615,208.4689189965943,189.9368670325499,187.82116916649056,182.11511427342847,139.1911128593492,144.953855710689,266.0277025941393,253.67516739765816,130.39370214935815,47.1409013663231,downdog
214.74235586534144,216.68487424320813,189.45197534050592,197.23005271393976,190.84832093923805,164.3385350636332,194.26643109579564,197.4027041313563,254.51624632607587,248.6599961304135,33.93358181964518,145.10929849249518,downdog
225.0,213.4834375837717,195.1496723481836,193.68961541708575,216.82098264960635,142.38886923945643,177.89144310695903,176.83585836640498,274.310850919101,269.74068897530645,158.70264595096623,22.011283197919365,downdog
214.06090881680785,217.40535663140855,197.83813937169285,193.9348351145013,195.54354298108092,169.78855202210448,167.7649732311451,172.44239598953126,269.25290911398207,268.44718145506204,19.274387356634332,158.3295520673236,downdog
208.5679757791411,182.5617062424633,202.8802245510761,205.6889140200997,172.88836113848365,189.67903491727947,182.7387487361094,184.83813601459764,271.7350095638849,261.9177274575039,186.5023686517505,353.44104915172954,downdog
168.9280713336261,160.52969799053304,170.32693762264947,166.7321713028552,188.67253139790853,175.7817180020861,177.58049078334366,182.416893806994,109.96125567269154,78.04212677743548,38.18178542834812,139.31602751986563,downdog
148.29270617008152,145.6831696686253,168.8770490509863,167.1543768326566,164.3400209953906,200.49425971566103,182.1297195793256,184.3493868567279,92.6983308758304,81.07670013928569,62.21607358779072,118.16252737432364,downdog
163.81617110377502,161.86751477507875,173.74849078044605,158.44607845741885,177.1666795024006,190.90494733463936,175.9414691522241,182.91083782616772,86.8435504167936,77.32731941737433,22.536787510592852,151.55707137563664,downdog
203.96248897457815,207.38865345055615,208.4689189965943,189.9368670325499,187.82116916649056,182.11511427342847,139.1911128593492,144.953855710689,266.0277025941393,253.67516739765816,130.39370214935815,47.1409013663231,downdog
234.78962335212088,212.47119229084848,182.43297267590413,188.4985588794937,185.89196154299617,176.41800712651636,179.81192430138492,181.47149457773017,265.8630648604538,261.8386503767281,79.7220466433229,100.4171634618978,downdog
210.20527515553613,210.04028395380809,202.29058248419375,199.23418473907617,182.17278145988152,180.13361864655553,186.2115068048176,186.8462069704571,268.84877922312694,265.3344331153793,217.56859202882748,323.4089117326007,downdog
156.0894469969778,164.9315118405078,166.68206336640145,164.87847657687075,200.33858753996435,161.80628275229043,173.81138403675843,177.80142457076377,83.96658992826411,74.87160906307813,55.28451439740047,123.3578799375806,downdog
192.4975327234405,251.565051177078,172.28263024119724,277.30575953331083,183.62282989650816,350.29402600583256,185.18827150206428,184.32785566547017,254.87599269168948,267.6329544526206,37.32552048310607,143.01123161285602,downdog
168.05053380764429,173.74596725608353,164.1225974763916,165.59512268060897,196.34080563114665,162.88322575735285,271.9525090493996,262.7892971055379,194.3681753936788,202.83525207454855,94.76364169072616,94.96393686067542,downdog
227.7227149492544,211.7594800848128,189.7616084679712,182.12109639666144,185.99573229168007,178.15044554902306,167.56169934981733,168.801973203046,192.08284719854035,196.65511479819185,160.85186254206042,18.434948822922006,downdog
221.14868989588223,225.0,211.89029213951756,211.32869286780416,187.47042309468804,173.5336226501356,178.9595553870691,180.9150684082145,281.99816876054985,283.0308635522497,127.61936364115915,52.01185827447511,downdog
166.6863676878566,159.06563158055727,146.2723860970139,137.0653689643813,146.16304313908154,228.18114140113545,175.9302579247552,179.96953972667987,124.9701526796938,110.24906108954974,100.40055202482108,78.98952009299641,downdog
211.2043306519345,197.00468554649723,200.5518338429271,197.31329775407696,173.9711302199844,189.32657868909925,181.66408821740825,182.6573906829055,271.0360424734826,276.79222756746685,49.184916125118406,129.5962086397503,downdog
158.41906380550068,156.10614239149473,168.46959423412727,172.33804884502777,185.09482747914157,169.829753654167,178.4601617113764,181.13572593645563,88.03989110495363,81.79405946443751,93.90049374238184,87.32570775661674,downdog
165.316780247604,163.64133023383636,161.5314859908105,161.86261865019927,186.7846493853843,176.83727692732856,183.20915742297427,185.46324510431512,82.59861182043925,84.33061695813662,84.13039955698531,92.9842821435934,downdog
273.85680098558987,261.698695626939,182.48339076032005,182.0290411992524,285.57848467720305,68.38038468679929,71.44735253509002,74.25948133083918,236.4387938348842,219.88801819551816,106.57329328333262,73.12373538328882,downdog
200.81264648325936,198.76870687017484,206.52154641739537,202.5485756257597,180.52246857388263,183.23510333320496,188.19739238813617,190.1230475332963,278.2283105254753,271.6709382528388,23.31310557671411,156.8823356747872,downdog
144.46232220802565,142.66523807589454,180.50148198188157,174.4989795314827,175.92756072198068,184.5365361662908,183.00395884682987,183.3765710885081,101.67878432806044,100.46604394607378,140.3210212327012,38.717507911838624,downdog
205.484975904816,206.5402155568246,198.9725456708207,200.33837757777744,192.18893020667764,164.3984563843661,175.21219516310194,180.22854899757928,273.2204078606106,267.7050042117478,45.86369004459959,131.4049903389909,downdog
200.61094374591295,208.41266144307255,187.6387917490613,195.20142070611524,198.85848880268543,154.91152447705355,182.4163782753048,182.25270974751285,279.0458012615908,276.06325999360064,74.89712835981756,104.00749496079912,downdog
173.65980825409008,150.8838537339211,122.90524292298792,125.59921995897618,191.40059027733952,223.7433908723956,180.13761970215214,189.92001296240204,104.20255876136368,121.71734395777771,159.58157448256867,18.434948822922,downdog
222.86370175187432,218.70977185992385,194.31902216417708,191.8446456344369,194.5890367606956,163.59978210747664,183.36085186169416,184.2689761250938,271.6755805979083,269.9169225625524,71.5984987970456,106.86797786587348,downdog
149.74356283647072,137.6527336253271,169.85069049479566,170.73380589235816,157.80495367296467,201.67791173774032,185.0773912563339,184.52688361881903,86.38860541003088,81.96648775093892,125.38543072909904,54.27260177720031,downdog
158.41906380550068,156.10614239149473,168.46959423412727,172.33804884502777,185.09482747914157,169.829753654167,178.4601617113764,181.13572593645563,88.03989110495363,81.79405946443751,93.90049374238184,87.32570775661674,downdog
210.2449810627396,192.8348356687616,195.6196743915773,199.6319637845955,177.77015101709927,183.2274626878252,183.19644401254948,182.95851146335315,272.1823829932916,269.2035390783109,212.7352262721076,328.43102887068164,downdog
211.2043306519345,197.00468554649723,200.5518338429271,197.31329775407696,173.9711302199844,189.32657868909925,181.66408821740825,182.6573906829055,271.0360424734826,276.79222756746685,49.184916125118406,129.5962086397503,downdog
144.46232220802565,142.66523807589454,180.50148198188157,174.4989795314827,175.92756072198068,184.5365361662908,183.00395884682987,183.3765710885081,101.67878432806044,100.46604394607378,140.3210212327012,38.717507911838624,downdog
238.14766926440808,244.54149002499565,187.20174601296728,184.24173100935772,216.58578867106112,142.17166068683804,185.1000067187251,187.67368954160037,269.4551595157942,266.42758846400386,169.2004841302685,10.539183728628227,downdog
215.35448974582192,203.83874018317167,198.19079214947897,199.0203584505052,198.23313935500752,161.70807268692442,179.6870742766555,182.1014457136205,277.2404878327417,277.185089955487,167.9977051012163,10.96787218266168,downdog
102.0947570770121,93.88531605279968,171.86989764584402,170.90061301777595,66.51976115341961,296.1299541756872,179.6731085393121,180.14667911023403,101.5517741151798,98.71515326167128,281.3921358315527,260.0563514540244,downdog
216.70285503016316,224.56374615009955,197.5081715106535,191.42347925266745,177.32236850118866,185.0786564308227,178.83154571200848,175.73909746765108,268.5691808012037,267.13893786407107,260.18874313200394,282.66981426494965,downdog
171.0273733851036,144.48001883451315,167.1076493519126,167.99627109347006,157.8582336848384,204.1202774759788,185.68492298710564,180.59805530957584,88.68401336716035,90.4376979751283,54.05138365053544,125.72739822279968,downdog
217.30394827798344,215.8376529542783,182.87528564392397,184.6483585877204,178.26404625240494,180.32907233288284,182.68935118752952,184.5063197775437,283.68356472891617,273.50353164478446,212.52489028779104,327.84770485871763,downdog
153.434948822922,162.08121540684283,164.29136217098426,159.492644617443,182.44406805763543,178.95098632735292,182.31396826638803,182.121684479959,86.70285570099419,88.50436644776913,81.18477897677684,98.0460910074524,downdog
149.27633866243295,177.0054522976718,192.97372226527872,172.25494686903866,154.5751068500368,19.880953316174093,181.24753320585893,178.0910127249804,93.6807165268314,105.94221928764972,80.89150695658896,110.92814084298308,downdog
159.62356478616363,152.49355359990085,154.66472300780072,169.31699949867226,153.5583929091072,204.94084235534757,245.0904353620413,191.14147101381695,133.0379428918146,122.038598149008,127.01794842618833,73.33652091711207,downdog
206.4213329680122,199.6538240580533,190.34679608234447,192.3150184792744,171.09143871007734,180.9040664277422,177.0615408777976,180.0,271.07082445478693,272.1062510078207,83.53592568062317,93.44221528589738,downdog
219.05313694602648,208.2497354949743,185.94686305397352,188.58528949570356,169.91940201245768,195.09772436342544,192.1559611004971,170.65551858665637,255.9170099178773,187.2442941025502,169.15490139048308,235.11247535528972,downdog
260.7889734591833,248.74109088783564,219.2796093626791,216.89635813327,307.764634543879,54.72270604699009,85.34058761204412,92.23964953890544,253.7523684272144,242.8503183022168,162.61623192662174,15.572543596810268,downdog
222.08916217383225,213.97922906270944,195.0822960347552,197.136274503576,191.66442914767268,167.66703733731194,175.00007845056643,176.02118291226572,287.6560511651363,273.6847267838414,177.21483357788563,3.6138807520036473,downdog
215.0292297194094,211.3349732338333,195.88520504719887,195.1288618868009,190.0099232076506,172.55780297314874,70.13181735695925,70.33220476945766,199.04793832859477,203.1519239533472,94.17901759105216,90.54221516494636,downdog
149.77737363126738,138.96762875805553,138.65757519165464,159.73752449151706,149.709320629573,215.0184368570385,182.2612562893524,182.0672522307215,101.07246859465624,102.93805631718644,208.5165050620617,332.73781580774386,downdog
183.21432140465927,161.02959219151347,167.26101062355076,161.91387961907697,189.46232220802565,192.53688550121885,172.2407389366721,179.3245183549405,174.0938588862295,147.93728133775252,118.96005669395036,144.7574512178883,downdog
233.7073702715204,245.513319068284,195.2002902226521,183.6448570219248,210.30205825940007,152.627502505132,183.85585514302625,184.0720412843792,274.6643285760276,261.2028734787009,177.94971402925572,3.643632279169288,downdog
147.52880770915152,146.02345596374315,165.65066795705286,168.47833242364325,163.98233050875956,197.2607660744464,184.50704042705027,180.03243462971568,89.07595464722729,84.8055710922652,272.12109639666147,270.4151795411448,downdog
158.69734422251713,149.712047009334,162.98531672347704,165.15088200931137,170.4277579661313,190.10001284145272,171.8272130509125,172.74943433080333,86.97959607710315,87.14885037829096,69.33912728196395,108.84274107948777,downdog
158.9834151166401,146.10854216275249,158.24250877847396,167.2910174774803,172.43790678014508,193.77937213763616,177.90387278679543,181.2439414407856,91.41564204579096,89.0391709510428,87.18126163101232,89.42896462688523,downdog
149.77737363126738,138.96762875805553,138.65757519165464,159.73752449151706,149.709320629573,215.0184368570385,182.2612562893524,182.0672522307215,101.07246859465624,102.93805631718644,208.5165050620617,332.73781580774386,downdog
215.0292297194094,211.3349732338333,195.88520504719887,195.1288618868009,190.0099232076506,172.55780297314874,70.13181735695925,70.33220476945766,199.04793832859477,203.1519239533472,94.17901759105216,90.54221516494636,downdog
183.21432140465927,161.02959219151347,167.26101062355076,161.91387961907697,189.46232220802565,192.53688550121885,172.2407389366721,179.3245183549405,174.0938588862295,147.93728133775252,118.96005669395036,144.7574512178883,downdog
222.08916217383225,213.97922906270944,195.0822960347552,197.136274503576,191.66442914767268,167.66703733731194,175.00007845056643,176.02118291226572,287.6560511651363,273.6847267838414,177.21483357788563,3.6138807520036473,downdog
233.7073702715204,245.513319068284,195.2002902226521,183.6448570219248,210.30205825940007,152.627502505132,183.85585514302625,184.0720412843792,274.6643285760276,261.2028734787009,177.94971402925572,3.643632279169288,downdog
158.69734422251713,149.712047009334,162.98531672347704,165.15088200931137,170.4277579661313,190.10001284145272,171.8272130509125,172.74943433080333,86.97959607710315,87.14885037829096,69.33912728196395,108.84274107948777,downdog
223.5797344536009,208.68816198078125,192.1333885691901,194.27370241421136,195.00227635161005,166.51090286891542,179.06055026340132,179.82947735016612,275.32510587969733,268.139284569661,85.6940895999715,92.89683364374017,downdog
147.52880770915152,146.02345596374315,165.65066795705286,168.47833242364325,163.98233050875956,197.2607660744464,184.50704042705027,180.03243462971568,89.07595464722729,84.8055710922652,272.12109639666147,270.4151795411448,downdog
193.9423673430067,203.50130966098453,196.31406982052255,198.5784062772017,236.53901349113613,135.2579553121144,89.93105204349402,111.43644445240908,234.2697524033396,236.51383118448703,89.06518678802067,91.69925280492674,downdog
172.22513707663853,174.3982880691906,173.5940956544345,169.5190991512913,151.13514940113004,209.78957378359792,178.62970410502723,178.65887222028283,101.5614286938554,91.62107381465091,88.39773865372905,91.3411277797172,downdog
137.08020349241124,128.22680449625267,177.59911452308802,171.62069599755154,161.48276911849754,198.45578954526272,230.46867746331745,233.8538148184824,107.79835524695852,98.67601784018656,68.14117993214731,110.63754698468782,downdog
148.2163240637906,160.27140464818012,126.9234333152,103.4759114103588,164.4808473156831,200.37896784785823,181.87997045471872,184.74837502987964,90.90226528126092,77.24462903817009,48.51654749633545,131.26860300083956,downdog
209.1251870994211,205.36441719555296,187.3762540210852,182.5513244277636,184.4634045461748,177.98224782444484,178.53696809142565,176.77242513814178,279.4589200478543,272.72199687754426,74.50072462349917,105.30372740022996,downdog
218.2496852130552,211.3234992692404,197.92415302875955,201.1896779906638,195.1820063061016,163.62130998329943,178.64127158088547,181.40825652772156,271.10199114094775,268.40813042413333,93.4813840697325,85.088211827494,downdog
188.16922735603407,196.606980578617,202.0515725677972,202.7990622443988,180.84062267332925,176.62969328162262,169.2209646307562,172.08974820429165,286.180373856987,269.47628716785954,153.94085867262615,24.676863170337064,downdog
173.05671705970954,158.66529233910373,168.80966150947006,164.51029487941597,179.30029332664736,177.0188416892151,209.20120193221743,196.5452441356183,130.35202930861297,105.57036052620823,59.26978475407984,128.59255971746683,downdog
206.01939358366224,190.5816355209438,197.95145161203172,183.9350644379108,193.49193810430847,170.5257511103163,184.69215108376497,180.9516696081786,257.3991624341703,260.1832212935224,143.01709307365533,35.209848725553776,downdog
135.0,125.00758547378378,111.118723982391,151.0329797091135,58.9937076334892,272.74325037950337,251.565051177078,271.8100993951178,185.4209663535941,126.34745820888529,315.0,210.4655449194599,downdog
170.84290872452573,152.33139775981613,176.0344134198288,163.737999260817,169.68164828756198,194.390325761308,183.5983255382351,178.68936798984504,99.34187578326302,86.4551287184336,39.824477469903705,139.2274519595557,downdog
179.7341282214964,183.5731971149932,161.28107630865384,163.2542494616799,176.76438277517917,178.6895407905505,173.7793184343487,170.3089621193542,96.51017043234042,91.28294321335078,332.35402463626133,209.1676133795778,downdog
207.0480389313885,201.406499396472,190.78259814999475,194.0536075787737,177.25431724372604,179.7678422965404,178.4213820277019,181.4029215600786,278.67317404787974,271.1843625928671,90.26899229369648,87.80793027977558,downdog
152.75413522341495,160.63023796509867,169.63570243409507,162.177816899342,172.4860684325971,188.2885420814648,166.28830106659063,170.53865222656526,85.26559528203559,73.56538415293744,131.67535089288916,47.40872746306465,downdog
216.09173456816956,207.81041544384635,199.1262563134952,209.7264700573725,204.1439796181126,155.63274309165394,124.40927885236616,123.28045320331576,213.0434157568509,208.82966975580183,350.2316498323643,191.2660276707263,downdog
207.0480389313885,201.406499396472,190.78259814999475,194.0536075787737,177.25431724372604,179.7678422965404,178.4213820277019,181.4029215600786,278.67317404787974,271.1843625928671,90.26899229369648,87.80793027977558,downdog
220.36453657309733,209.05460409907712,195.41976129446525,195.2551187030578,185.3069291387337,171.58765470957317,179.47505335842732,80.47405118901962,248.47445075788136,280.8403054543306,147.59545651140456,30.65066795705287,downdog
152.75413522341495,160.63023796509867,169.63570243409507,162.177816899342,172.4860684325971,188.2885420814648,166.28830106659063,170.53865222656526,85.26559528203559,73.56538415293744,131.67535089288916,47.40872746306465,downdog
135.0,144.46232220802565,171.38435181583588,173.14023999447417,174.8179821782864,165.13266406960778,181.5283625042377,190.77518739228356,88.02506598911803,170.41935936539983,181.9674020299193,134.09061955080085,downdog
204.0897737051172,201.46126703402425,195.9267246721096,191.3721991905101,183.6467925012527,178.88795622421958,180.6517449272847,179.35375603001353,274.76364169072616,268.4981282887446,25.24787325121396,156.2240127068278,downdog
216.09173456816956,207.81041544384635,199.1262563134952,209.7264700573725,204.1439796181126,155.63274309165394,124.40927885236616,123.28045320331576,213.0434157568509,208.82966975580183,350.2316498323643,191.2660276707263,downdog
168.70953601979835,161.8650263393819,154.8088866822164,155.93063597774236,179.12147125831893,186.3758208685508,185.36415776233005,185.0096044536133,87.28009119833843,87.65166674028185,210.08159867341345,330.89346228313724,downdog
162.81041544384635,173.29016319224309,179.56921278299137,183.61577874883983,170.99149625797483,172.4091456589144,71.56505117707799,188.6469317079531,155.29756977222868,177.35745470593528,98.13010235415597,95.3893117599734,downdog
170.7321637371789,150.40210601403433,151.79633734678168,157.7701496311818,143.79432082273132,215.46249836270945,192.8878722266014,192.38533557081212,105.38394856990314,88.81570278089595,63.36855745111495,116.81913279096923,downdog
153.434948822922,132.6386253418244,166.63779343005805,164.72031192472903,177.66124939380114,186.35059875324492,165.5643798255089,166.2364545129841,96.40979191940106,93.51282814791266,100.1407931461128,78.32042246413275,downdog
168.4248111826038,159.11565554504983,153.91641462876035,157.82364122613416,133.6496523487305,193.74345701102237,172.994261626793,173.29756921627808,95.5836705543056,86.90881722484187,130.23251888158316,48.76173931493546,downdog
150.94539590092285,155.8946938331841,175.85537625889572,164.50909752706562,178.40827440606748,183.40972724347304,188.2062103707979,189.23359775630047,92.73842298601274,92.82631443465056,39.04857772112062,139.57392125990086,downdog
208.91834804318628,216.04970656639824,182.04540848888723,183.23970029610211,186.54629078329404,175.072890052351,182.0141590894698,184.41370532072952,278.3025811954466,272.4895529219992,48.95564548038416,129.6592594094983,downdog
208.113208876056,182.86240522611172,202.38445860911352,186.17707757724335,201.38975791813985,156.08955984078682,168.75136449620754,170.0493733120484,261.50869972305355,258.7843462104708,118.31579698887096,57.24123673059013,downdog
209.99157850015587,209.3140940799336,207.91362801185545,209.4618848208181,188.5196786589713,168.35599885168298,182.23092616350607,183.3570786789856,277.6384056510977,268.04808594860924,35.28674897505972,144.63753811293097,downdog
232.27500495788928,224.43132607351097,195.92358555575893,194.9361031828309,209.08719925969385,153.45338969113402,169.1035139643215,178.6621841615672,263.0987213209348,262.38858051902287,176.95983318306486,358.4562321094346,downdog
200.04524942542105,193.84561126355496,191.56225282082792,195.72392006971285,181.71707736858932,171.59451904363587,176.80077012966348,178.5652479751293,258.73548028755044,252.44917512521343,77.57994608902553,100.6555760655086,downdog
221.11972237834468,222.0262689175199,196.1362181324999,188.3586513517353,208.2758573306377,153.5056894545433,188.23097510119032,189.10785714518508,262.8528192468161,258.75852123237354,141.0833896728918,38.284232259133134,downdog
138.97488854857124,137.67542665602917,165.27568977688836,160.62532910997723,168.790257917693,189.37733594701996,216.402127456349,222.6836498771088,133.54954536693717,141.74833748467694,125.62790729142093,50.29008120537127,downdog
204.7197288070816,208.0606847293089,198.434948822922,191.9472341045995,191.9168204456017,168.2350907517785,176.4480742567361,179.92017525969882,274.1299165936429,279.4313487290103,39.32697786007468,138.60127811722344,downdog
212.1394638242705,200.01876039378396,186.24120642694135,202.93583111732883,185.27401838710867,158.1243032409609,192.2123269109985,188.0483817743062,266.7795921393894,242.60209256020775,167.5974538388934,16.20951286706666,downdog
131.9820141852237,124.54009090707088,156.1739255994338,149.8319670206658,120.17670153774888,240.32883305103263,205.19087514903504,226.6525934324177,110.02104828978214,144.6928915146768,91.63861147614034,73.29784039535235,downdog
150.69415822873944,146.65189996772088,165.6380616251302,159.75218859535818,168.38482809103888,195.115713188578,172.39624760453566,175.0390190898107,90.27011121348193,92.44803789492546,110.78182311540928,66.3038634536312,downdog
155.40588814793492,154.63600081738608,168.17182837708162,174.90377075005657,189.21786619454005,166.07992263007847,181.68148754394923,180.7791745650379,85.23361268058545,80.48903962070939,55.38885781546961,125.69005982501398,downdog
148.86102756302117,155.23254962366107,164.59775379325498,156.2798571671407,176.5694077887939,190.2966433888116,181.33863631383645,181.6591558557064,88.45325527220217,89.10165725039874,150.70863782901574,28.46516214265484,downdog
201.9187156858821,210.0685828218625,196.32130117550528,199.44540563613884,192.70497102234611,167.8712995999677,187.74938986431573,189.55013176305263,278.7720450101605,274.0157361654794,330.5928109392664,209.4900291262344,downdog
143.66265816665197,129.57826445633663,174.28602817518777,184.7144161751191,359.3024151330829,332.53626520218404,192.89074592524588,201.0314357651845,168.2022547689855,182.9155641770516,245.67338371976507,285.0089136766587,downdog
164.9402187440975,157.93210043758978,164.5165366559574,160.6442339374076,187.5005037457457,175.13149873875275,183.29162341310357,183.5358663960763,85.96975117034216,85.17050742799584,100.08059798754232,79.41836447905621,downdog
216.38435181583588,212.62683996580665,199.6191890359136,188.87532492742088,190.63860451601883,174.78936123181765,180.83715529403776,184.0567378612949,267.7125969303523,266.8263436616445,54.727578551401606,123.81824578980331,downdog
150.69415822873944,146.65189996772088,165.6380616251302,159.75218859535818,168.38482809103888,195.115713188578,172.39624760453566,175.0390190898107,90.27011121348193,92.44803789492546,110.78182311540928,66.3038634536312,downdog
164.16025077623706,144.10297320219428,160.61831115930644,145.2667888327071,188.03451775429423,182.52611691161957,174.55185348738542,178.87500088978848,109.52975370301309,82.6237459789148,49.01417569541103,133.05851360908562,downdog
155.40588814793492,154.63600081738608,168.17182837708162,174.90377075005657,189.21786619454005,166.07992263007847,181.68148754394923,180.7791745650379,85.23361268058545,80.48903962070939,55.38885781546961,125.69005982501398,downdog
148.86102756302117,155.23254962366107,164.59775379325498,156.2798571671407,176.5694077887939,190.2966433888116,181.33863631383645,181.6591558557064,88.45325527220217,89.10165725039874,150.70863782901574,28.46516214265484,downdog
201.9187156858821,210.0685828218625,196.32130117550528,199.44540563613884,192.70497102234611,167.8712995999677,187.74938986431573,189.55013176305263,278.7720450101605,274.0157361654794,330.5928109392664,209.4900291262344,downdog
164.9402187440975,157.93210043758978,164.5165366559574,160.6442339374076,187.5005037457457,175.13149873875275,183.29162341310357,183.5358663960763,85.96975117034216,85.17050742799584,100.08059798754232,79.41836447905621,downdog
146.79342968491048,153.33133993131167,173.17631104319983,166.13716937880804,189.41098191754315,173.77281097916483,183.70320541709975,184.8197589886616,86.70307668456118,89.62701486587395,98.82637095422793,80.19390724010293,downdog
229.91078875197695,185.8996250465277,173.32267712950926,184.0409479865853,63.93005125284494,1.36935944090718,211.8600225872896,181.61850682948477,259.9477402695771,202.99576791531445,152.261566979403,125.28317845493191,downdog
146.53982959762902,145.98065001017355,168.147651068004,154.98310652189997,172.44008019412732,193.0652215368473,170.49223042133963,171.52312177553898,100.49456689959132,88.4476950076603,43.29527168099274,136.35186187555925,downdog
216.38435181583588,212.62683996580665,199.6191890359136,188.87532492742088,190.63860451601883,174.78936123181765,180.83715529403776,184.0567378612949,267.7125969303523,266.8263436616445,54.727578551401606,123.81824578980331,downdog
155.46075351315568,148.31476549080537,183.111319408965,166.21116677379192,184.5343087724666,185.6016696963151,174.3723657550346,176.5803444181404,82.32609647006899,76.97651730723646,80.04937331204837,98.48327243488968,downdog
